JUDUL,HARGA,KETERANGAN,KATEGORI,KONDISI,LOKASI,SKU ,FOTO1,FOTO2,FOTO3,FOTO4,FOTO5,FOTO6,FOTO7,FOTO8,FOTO9,FOTO10,LABEL1,LABEL2,LABEL3,LABEL4,LABEL5,LABEL6,LABEL7,LABEL8,LABEL9,LABEL10,LABEL11,LABEL12,LABEL13,LABEL14,LABEL15,LABEL16,LABEL17,LABEL18,LABEL19,LABEL20
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Damansara, Kuala Lumpur, Malaysia",357,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide357.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Kampong Baharu, Kuala Lumpur, Malaysia",358,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide358.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,Banting,359,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide359.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Kampong Banting, Selangor, Malaysia",360,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide360.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,Kuala Kubu Bharu,361,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide361.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,Kuala Selangor,362,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide362.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Kajang, Malaysia",363,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide363.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Bangi, Malaysia",364,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide364.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Cheras, Selangor",365,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide365.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Kelanang, Negeri Sembilan, Malaysia",366,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide366.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,Klang,367,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide367.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Pelabohan Klang, Selangor, Malaysia",368,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide368.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,Ulu Klang,369,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide369.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Kampong Kuala Klang, Selangor, Malaysia",370,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide370.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Kampong Ulu Klang, Selangor, Malaysia",371,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide371.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"ʀᴍ 𝟿𝟶.𝟶𝟶 𝟷ʙᴏᴛᴏʟ (ʜᴀʀɢᴀ ᴀsᴀʟ
ʀᴍ𝟷𝟸𝟶 sᴇʙᴏᴛᴏʟ) 
ᴊɪᴍᴀᴛ ʀᴍ𝟺𝟶: ʀᴍ𝟷𝟼𝟶.𝟶𝟶 
𝟸ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ
ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶.

ᴊɪᴍᴀᴛ ʀᴍ𝟷𝟻𝟿
ʀᴍ𝟸𝟶𝟶.𝟶𝟶 𝟹ʙᴏᴛᴏʟ ᴘᴇʀᴄᴜᴍᴀ 
𝟷ʙᴏᴛᴏʟ ᴄᴀᴘsᴜʟ ᴛᴏɴɢᴋᴀᴛ ᴀʟɪ ʙᴇʀɴɪʟᴀɪ ʀᴍ𝟼𝟿.𝟶𝟶 ᴊɪᴍᴀᴛ 𝟸𝟹𝟿",Lain-lain,Baru,"Kampong Selayang, Kuala Lumpur, Malaysia",372,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\01\Slide372.JPG,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180753.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180820.jpg,D:\PROJECT\JASA POSING\FACEBOOK MARKETPLACE\03\lampiran\IMG_20230131_180832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
